,pct_change,acc_pct_change,pos_change_in_a_row,neg_change_in_a_row,RSI_14,Close_Minus_SuperTrend,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Close_Minus_EMA_200,Close_Minus_EMA_100,Close_Minus_EMA_50,Close_Minus_EMA_20,IS_EMA_Ribbon,Minute_Number,is_win
200,0.011,0.011,1,0,56.56,0.9400000000000013,-0.033,0.077,-0.11,1.216,0.487,0.238,0.289,0,45.0,0
201,-0.005,-0.005,0,1,52.81,0.7399999999999984,-0.018,0.073,-0.092,1.066,0.34,0.095,0.135,0,46.0,0
202,0.002,0.002,1,0,54.44,0.8099999999999987,-0.001,0.073,-0.074,1.124,0.402,0.158,0.186,0,47.0,0
203,-0.002,-0.002,0,1,52.76,0.7000000000000028,0.008,0.065,-0.057,1.054,0.335,0.094,0.114,0,48.0,0
204,-0.001,-0.003,0,2,51.9,0.6700000000000017,0.012,0.056,-0.043,1.013,0.299,0.062,0.076,0,49.0,0
205,0.0,0.0,0,0,51.9,0.6700000000000017,0.016,0.047,-0.031,1.003,0.293,0.059,0.068,0,50.0,0
206,0.007,0.007,1,0,57.53,0.8200000000000003,0.035,0.053,-0.018,1.201,0.493,0.259,0.252,0,51.0,0
207,-0.006,-0.006,0,1,52.2,0.5899999999999999,0.036,0.043,-0.007,1.021,0.317,0.085,0.074,0,52.0,0
208,-0.001,-0.007,0,2,51.3,0.5599999999999987,0.034,0.033,0.001,0.981,0.281,0.053,0.04,0,53.0,0
209,0.003,0.003,1,0,53.6,0.6400000000000006,0.039,0.03,0.009,1.051,0.354,0.128,0.108,0,54.0,0
210,0.0,0.003,0,0,53.6,0.6400000000000006,0.042,0.027,0.015,1.04,0.347,0.123,0.098,1,55.0,0
211,-0.003,-0.003,0,1,50.81,0.5599999999999987,0.037,0.018,0.02,0.951,0.262,0.041,0.016,1,56.0,0
212,-0.006,-0.009000000000000001,0,2,45.12,0.379999999999999,0.019,-0.0,0.02,0.763,0.08,-0.133,-0.148,0,57.0,0
213,-0.005,-0.014000000000000002,0,3,41.51,0.25,-0.006,-0.02,0.014,0.627,-0.049,-0.253,-0.252,0,58.0,0
214,0.0,0.0,0,0,41.89,0.26000000000000156,-0.024,-0.031,0.007,0.63,-0.038,-0.234,-0.219,0,59.0,0
215,-0.002,-0.002,0,1,39.91,0.19000000000000128,-0.044,-0.041,-0.004,0.555,-0.106,-0.292,-0.261,0,60.0,0
216,0.003,0.003,1,0,43.61,0.28000000000000114,-0.052,-0.039,-0.013,0.638,-0.016,-0.194,-0.155,0,61.0,0
217,-0.008,-0.008,0,1,37.06,0.03999999999999915,-0.077,-0.051,-0.026,0.394,-0.25,-0.417,-0.357,0,62.0,1
218,-0.0,-0.0,0,0,36.81,0.030000000000001137,-0.096,-0.056,-0.04,0.381,-0.255,-0.41,-0.332,0,63.0,1
219,0.006,0.006,1,0,43.34,0.19000000000000128,-0.098,-0.046,-0.052,0.535,-0.093,-0.24,-0.156,0,64.0,0
220,-0.012,-0.012,0,1,35.25,-0.8300000000000018,-0.124,-0.058,-0.066,0.203,-0.415,-0.548,-0.44,0,65.0,1
221,0.006,0.006,1,0,41.0,-0.5800000000000018,-0.13,-0.051,-0.079,0.359,-0.25,-0.373,-0.253,0,66.0,1
222,0.006,0.012,2,0,46.16,-0.4200000000000017,-0.121,-0.034,-0.087,0.514,-0.088,-0.204,-0.084,0,67.0,0
223,0.0,0.012,0,0,46.47,-0.41000000000000014,-0.112,-0.019,-0.092,0.519,-0.077,-0.187,-0.067,0,68.0,0
224,0.004,0.016,1,0,50.23,-0.2900000000000027,-0.093,-0.001,-0.092,0.633,0.042,-0.064,0.048,0,69.0,0
225,-0.002,-0.002,0,1,48.69,-0.33999999999999986,-0.082,0.008,-0.09,0.577,-0.007,-0.11,-0.002,0,70.0,0
226,-0.001,-0.003,0,2,48.06,-0.35999999999999943,-0.074,0.013,-0.087,0.551,-0.027,-0.124,-0.02,0,71.0,0
227,0.001,0.001,1,0,49.48,-0.3200000000000003,-0.063,0.019,-0.082,0.586,0.013,-0.081,0.018,0,72.0,0
228,-0.006,-0.006,0,1,43.71,-0.5,-0.069,0.011,-0.08,0.401,-0.164,-0.251,-0.146,0,73.0,0
229,0.006,0.006,1,0,49.67,-0.33000000000000185,-0.059,0.017,-0.075,0.566,0.006,-0.078,0.021,0,74.0,0
230,0.002,0.008,2,0,51.31,-0.28000000000000114,-0.046,0.023,-0.069,0.61,0.055,-0.027,0.065,0,75.0,0
231,0.006,0.014,3,0,56.48,-0.10999999999999943,-0.022,0.038,-0.06,0.772,0.221,0.138,0.212,0,76.0,0
232,-0.016,-0.016,0,1,43.35,-0.5600000000000023,-0.039,0.017,-0.056,0.319,-0.225,-0.3,-0.215,0,77.0,0
233,-0.001,-0.017,0,2,42.87,-0.5800000000000018,-0.053,0.002,-0.055,0.296,-0.24,-0.307,-0.213,0,78.0,0
234,0.0,0.0,0,0,73.2,1.879999999999999,0.088,0.115,-0.027,2.184,1.637,1.54,1.536,0,1.0,0
235,-0.012,-0.012,0,1,66.08,1.3299999999999983,0.17,0.157,0.013,1.806,1.252,1.133,1.064,1,2.0,0
236,-0.0,-0.0,0,0,65.89,1.3199999999999967,0.231,0.174,0.056,1.778,1.217,1.079,0.953,1,3.0,0
237,-0.007,-0.007,0,1,61.65,1.0999999999999979,0.258,0.162,0.097,1.542,0.977,0.826,0.664,1,4.0,0
238,-0.008,-0.015,0,2,57.49,0.8699999999999974,0.259,0.129,0.129,1.299,0.732,0.572,0.392,1,5.0,0
239,-0.007,-0.022,0,3,54.07,0.6699999999999982,0.24,0.089,0.151,1.088,0.522,0.358,0.174,1,6.0,0
240,0.004,0.004,1,0,55.63,0.7799999999999976,0.231,0.064,0.167,1.186,0.619,0.449,0.257,1,7.0,0
241,-0.008,-0.008,0,1,51.51,0.5399999999999991,0.203,0.028,0.174,0.937,0.372,0.201,0.015,1,8.0,0
242,-0.005,-0.013000000000000001,0,2,49.22,0.3999999999999986,0.167,-0.006,0.173,0.789,0.227,0.059,-0.113,1,9.0,0
243,0.003,0.003,1,0,50.74,0.48999999999999844,0.144,-0.023,0.167,0.87,0.311,0.143,-0.021,1,10.0,0
244,0.001,0.004,2,0,51.26,0.5199999999999996,0.127,-0.032,0.159,0.891,0.334,0.166,0.008,1,11.0,0
245,0.012,0.016,3,0,56.99,0.8699999999999974,0.14,-0.015,0.155,1.229,0.671,0.496,0.324,1,12.0,0
246,0.005,0.021,4,0,59.34,1.0299999999999976,0.162,0.005,0.157,1.375,0.814,0.63,0.438,1,13.0,0
247,-0.008,-0.008,0,1,54.53,0.7899999999999991,0.157,0.001,0.157,1.124,0.563,0.375,0.179,1,14.0,0
248,-0.001,-0.009000000000000001,0,2,53.74,0.75,0.149,-0.006,0.155,1.073,0.513,0.322,0.126,1,15.0,0
249,-0.012,-0.021,0,3,47.34,0.3999999999999986,0.113,-0.034,0.147,0.716,0.159,-0.027,-0.203,1,16.0,0
250,-0.005,-0.026000000000000002,0,4,45.02,0.259999999999998,0.072,-0.06,0.132,0.57,0.019,-0.161,-0.31,1,17.0,0
251,0.005,0.005,1,0,47.96,0.4099999999999966,0.051,-0.064,0.116,0.713,0.166,-0.01,-0.145,1,18.0,0
252,-0.001,-0.001,0,1,47.41,0.379999999999999,0.032,-0.067,0.099,0.676,0.133,-0.039,-0.158,1,19.0,0
253,0.0,0.0,0,0,47.62,0.389999999999997,0.018,-0.065,0.083,0.679,0.14,-0.027,-0.134,1,20.0,0
254,0.002,0.002,1,0,49.18,0.4599999999999973,0.011,-0.057,0.069,0.742,0.206,0.041,-0.058,1,21.0,0
255,-0.003,-0.003,0,1,47.45,0.379999999999999,0.0,-0.055,0.055,0.655,0.123,-0.038,-0.125,1,22.0,0
256,-0.003,-0.006,0,2,45.71,0.29999999999999716,-0.015,-0.056,0.041,0.57,0.043,-0.113,-0.185,1,23.0,0
257,-0.003,-0.009000000000000001,0,3,43.56,0.1999999999999993,-0.035,-0.061,0.026,0.465,-0.056,-0.205,-0.258,1,24.0,0
258,-0.008,-0.017,0,4,39.02,-1.0999999999999979,-0.068,-0.075,0.007,0.233,-0.281,-0.418,-0.442,0,25.0,0
259,-0.002,-0.019000000000000003,0,5,38.1,-1.0,-0.098,-0.084,-0.014,0.181,-0.324,-0.449,-0.445,0,26.0,0
260,-0.006,-0.025,0,6,35.21,-0.9800000000000004,-0.132,-0.095,-0.038,0.021,-0.474,-0.585,-0.547,0,27.0,0
261,-0.004,-0.029,0,7,33.17,-0.9100000000000001,-0.168,-0.104,-0.064,-0.098,-0.583,-0.678,-0.604,0,28.0,0
262,-0.004,-0.033,0,8,31.39,-0.8200000000000003,-0.202,-0.111,-0.091,-0.206,-0.679,-0.757,-0.646,0,29.0,0
263,-0.016,-0.049,0,9,25.47,-1.0899999999999999,-0.262,-0.136,-0.125,-0.64,-1.097,-1.15,-0.982,0,30.0,0
264,0.001,0.001,1,0,26.15,-0.8699999999999974,-0.304,-0.143,-0.161,-0.614,-1.056,-1.086,-0.871,0,31.0,0
265,-0.005,-0.005,0,1,24.36,-1.0199999999999996,-0.346,-0.148,-0.198,-0.756,-1.182,-1.187,-0.923,0,32.0,0
266,0.001,0.001,1,0,25.46,-0.8500000000000014,-0.372,-0.139,-0.233,-0.719,-1.129,-1.112,-0.808,0,33.0,0
267,0.002,0.003,2,0,27.73,-0.7800000000000011,-0.384,-0.121,-0.263,-0.652,-1.048,-1.011,-0.677,0,34.0,0
268,-0.009,-0.009,0,1,24.39,-0.9800000000000004,-0.408,-0.116,-0.292,-0.893,-1.272,-1.211,-0.839,0,35.0,0
269,-0.0,-0.0,0,0,24.27,-0.8499999999999979,-0.424,-0.105,-0.318,-0.894,-1.257,-1.173,-0.768,0,36.0,0
270,-0.002,-0.002,0,1,23.49,-0.8000000000000007,-0.436,-0.094,-0.342,-0.945,-1.291,-1.185,-0.749,0,37.0,0
271,-0.001,-0.003,0,2,23.09,-0.8299999999999983,-0.443,-0.081,-0.362,-0.965,-1.294,-1.167,-0.705,0,38.0,0
272,0.004,0.004,1,0,27.52,-0.7300000000000004,-0.435,-0.058,-0.377,-0.857,-1.171,-1.025,-0.547,0,39.0,0
273,-0.004,-0.004,0,1,25.76,-0.8399999999999999,-0.433,-0.045,-0.388,-0.957,-1.255,-1.091,-0.595,0,40.0,0
274,-0.008,-0.012,0,2,22.52,-0.870000000000001,-0.444,-0.045,-0.399,-1.175,-1.456,-1.269,-0.746,0,41.0,0
275,0.003,0.003,1,0,26.01,-0.7399999999999984,-0.442,-0.034,-0.408,-1.084,-1.349,-1.142,-0.603,0,42.0,0
276,-0.006,-0.006,0,1,23.71,-0.8399999999999999,-0.448,-0.032,-0.416,-1.232,-1.479,-1.251,-0.69,0,43.0,0
277,0.003,0.003,1,0,26.76,-0.6899999999999977,-0.442,-0.021,-0.421,-1.15,-1.381,-1.135,-0.561,0,44.0,0
278,0.002,0.005,2,0,28.95,-0.639999999999997,-0.428,-0.006,-0.423,-1.089,-1.305,-1.042,-0.462,0,45.0,0
279,-0.006,-0.006,0,1,26.09,-0.8099999999999987,-0.426,-0.003,-0.423,-1.247,-1.445,-1.165,-0.572,0,46.0,1
280,0.014,0.014,1,0,40.56,-0.41999999999999815,-0.389,0.028,-0.416,-0.848,-1.034,-0.745,-0.165,0,47.0,0
281,0.009,0.023,2,0,47.89,-0.16000000000000014,-0.334,0.066,-0.4,-0.583,-0.759,-0.466,0.086,0,48.0,0
282,-0.01,-0.01,0,1,42.09,-0.4299999999999997,-0.309,0.073,-0.382,-0.844,-1.009,-0.707,-0.166,0,49.0,0
283,-0.004,-0.014,0,2,39.78,-0.5499999999999972,-0.295,0.069,-0.364,-0.954,-1.106,-0.794,-0.259,0,50.0,0
284,0.001,0.001,1,0,40.94,-0.509999999999998,-0.278,0.069,-0.347,-0.905,-1.045,-0.725,-0.198,0,51.0,0
285,-0.001,-0.001,0,1,40.32,-0.5399999999999991,-0.264,0.067,-0.331,-0.926,-1.054,-0.725,-0.206,0,52.0,0
286,-0.005,-0.006,0,2,37.62,-0.6699999999999982,-0.26,0.056,-0.316,-1.046,-1.161,-0.822,-0.304,0,53.0,0
287,-0.003,-0.009000000000000001,0,3,36.03,-0.75,-0.261,0.045,-0.305,-1.114,-1.216,-0.866,-0.348,0,54.0,0
288,-0.014,-0.023,0,4,29.47,-1.1099999999999994,-0.289,0.013,-0.302,-1.489,-1.574,-1.207,-0.668,0,55.0,0
289,-0.005,-0.028,0,5,27.66,-0.990000000000002,-0.318,-0.013,-0.305,-1.603,-1.67,-1.284,-0.722,0,56.0,0
290,-0.006,-0.034,0,6,25.46,-1.0599999999999987,-0.351,-0.037,-0.315,-1.756,-1.804,-1.397,-0.807,0,57.0,0
291,0.004,0.004,1,0,29.37,-0.8999999999999986,-0.364,-0.04,-0.324,-1.629,-1.66,-1.237,-0.63,0,58.0,0
292,-0.001,-0.001,0,1,28.93,-0.9299999999999997,-0.373,-0.039,-0.334,-1.643,-1.657,-1.217,-0.597,0,59.0,0
293,0.009,0.009,1,0,37.15,-0.6899999999999977,-0.356,-0.018,-0.339,-1.389,-1.389,-0.939,-0.323,0,60.0,0
294,0.009,0.018,2,0,43.86,-0.4599999999999973,-0.321,0.014,-0.335,-1.147,-1.136,-0.681,-0.085,0,61.0,0
295,-0.007,-0.007,0,1,40.05,-0.6499999999999986,-0.304,0.025,-0.329,-1.324,-1.3,-0.837,-0.248,0,62.0,0
296,-0.008,-0.015,0,2,36.31,-0.8599999999999994,-0.305,0.019,-0.324,-1.519,-1.48,-1.006,-0.415,0,63.0,0
297,-0.003,-0.018,0,3,35.13,-0.9299999999999997,-0.307,0.013,-0.321,-1.573,-1.519,-1.034,-0.439,0,64.0,0
298,0.001,0.001,1,0,35.77,-0.8399999999999999,-0.304,0.013,-0.317,-1.537,-1.469,-0.974,-0.379,0,65.0,0
299,0.002,0.003,2,0,37.11,-0.7399999999999984,-0.295,0.018,-0.313,-1.482,-1.401,-0.897,-0.306,0,66.0,0
300,-0.009,-0.009,0,1,32.86,-0.8900000000000006,-0.303,0.008,-0.311,-1.695,-1.599,-1.083,-0.485,0,67.0,0
301,-0.006,-0.015,0,2,30.27,-0.8900000000000006,-0.318,-0.006,-0.312,-1.837,-1.724,-1.194,-0.584,0,68.0,1
302,0.001,0.001,1,0,31.0,-0.6799999999999997,-0.325,-0.01,-0.315,-1.799,-1.67,-1.128,-0.51,0,69.0,1
303,0.0,0.001,0,0,31.0,-0.6799999999999997,-0.327,-0.01,-0.317,-1.781,-1.637,-1.084,-0.462,0,70.0,1
304,0.004,0.005,1,0,34.97,-0.5800000000000018,-0.316,0.001,-0.317,-1.664,-1.507,-0.946,-0.327,0,71.0,0
305,0.004,0.009000000000000001,2,0,39.12,-0.46999999999999886,-0.296,0.017,-0.313,-1.539,-1.369,-0.803,-0.196,0,72.0,0
306,-0.012,-0.012,0,1,32.77,-0.7800000000000011,-0.301,0.009,-0.311,-1.83,-1.646,-1.069,-0.458,0,73.0,1
307,-0.003,-0.015,0,2,31.53,-0.7699999999999996,-0.307,0.002,-0.31,-1.882,-1.682,-1.094,-0.478,0,74.0,1
308,0.006,0.006,1,0,37.38,-0.6099999999999994,-0.296,0.011,-0.307,-1.704,-1.492,-0.898,-0.288,0,75.0,1
309,-0.012,-0.012,0,1,31.57,-0.9299999999999997,-0.309,-0.002,-0.308,-2.004,-1.776,-1.17,-0.55,0,76.0,1
310,0.02,0.02,1,0,45.98,-0.41999999999999815,-0.276,0.026,-0.301,-1.479,-1.241,-0.634,-0.036,0,77.0,0
311,-0.006,-0.006,0,1,42.92,-0.5799999999999983,-0.259,0.034,-0.293,-1.623,-1.373,-0.763,-0.177,0,78.0,0
312,0.0,0.0,0,0,45.36,-0.4799999999999969,-0.235,0.046,-0.281,-1.508,-1.248,-0.637,-0.07,0,1.0,0
313,-0.02,-0.02,0,1,36.6,-1.0,-0.254,0.021,-0.276,-2.008,-1.733,-1.112,-0.534,0,2.0,0
314,-0.007,-0.027,0,2,34.27,-1.1699999999999982,-0.281,-0.004,-0.277,-2.156,-1.865,-1.231,-0.637,0,3.0,1
315,0.012,0.012,1,0,41.58,-0.8599999999999994,-0.273,0.003,-0.276,-1.828,-1.524,-0.885,-0.296,0,4.0,0
316,0.013,0.025,2,0,48.18,-0.5299999999999976,-0.238,0.03,-0.269,-1.483,-1.171,-0.533,0.031,0,5.0,0
317,-0.008,-0.008,0,1,44.56,-0.75,-0.225,0.034,-0.26,-1.686,-1.363,-0.724,-0.171,0,6.0,0
318,0.001,0.001,1,0,44.97,-0.7299999999999969,-0.211,0.039,-0.25,-1.649,-1.317,-0.676,-0.137,0,7.0,0
319,0.015,0.016,2,0,52.44,-0.3299999999999983,-0.166,0.067,-0.233,-1.237,-0.898,-0.265,0.238,0,8.0,0
320,-0.016,-0.016,0,1,45.61,-0.7399999999999984,-0.161,0.058,-0.219,-1.63,-1.283,-0.649,-0.155,0,9.0,0
321,-0.01,-0.026000000000000002,0,2,41.88,-1.0,-0.176,0.034,-0.21,-1.872,-1.512,-0.873,-0.376,0,10.0,0
322,-0.003,-0.029,0,3,40.64,-1.0899999999999999,-0.193,0.014,-0.207,-1.942,-1.57,-0.926,-0.421,0,11.0,0
323,-0.007,-0.036000000000000004,0,4,38.2,-1.2699999999999996,-0.219,-0.01,-0.209,-2.101,-1.716,-1.062,-0.544,0,12.0,0
324,0.005,0.005,1,0,41.16,-1.129999999999999,-0.225,-0.013,-0.213,-1.941,-1.544,-0.886,-0.366,0,13.0,0
325,-0.001,-0.001,0,1,40.71,-1.1600000000000001,-0.23,-0.014,-0.216,-1.952,-1.543,-0.88,-0.358,0,14.0,0
326,0.004,0.004,1,0,42.72,-1.0699999999999967,-0.224,-0.006,-0.218,-1.843,-1.424,-0.759,-0.242,0,15.0,0
327,0.007,0.011,2,0,46.43,-0.8999999999999986,-0.203,0.012,-0.215,-1.657,-1.23,-0.566,-0.066,0,16.0,0
328,-0.009,-0.009,0,1,42.59,-1.1199999999999974,-0.202,0.01,-0.212,-1.858,-1.421,-0.755,-0.258,0,17.0,0
329,0.002,0.002,1,0,43.51,-1.0799999999999983,-0.196,0.013,-0.209,-1.8,-1.354,-0.687,-0.198,0,18.0,0
330,-0.005,-0.005,0,1,41.04,-1.2100000000000009,-0.2,0.007,-0.207,-1.921,-1.464,-0.795,-0.305,0,19.0,0
331,0.024,0.024,1,0,53.59,-0.5899999999999999,-0.151,0.045,-0.196,-1.288,-0.827,-0.168,0.285,0,20.0,0
332,-0.005,-0.005,0,1,51.13,-0.7199999999999989,-0.122,0.059,-0.181,-1.404,-0.938,-0.286,0.14,0,21.0,0
333,0.001,0.001,1,0,51.68,-0.6900000000000013,-0.095,0.069,-0.164,-1.36,-0.89,-0.246,0.154,0,22.0,0
334,-0.003,-0.003,0,1,49.87,-0.7800000000000011,-0.08,0.067,-0.147,-1.435,-0.961,-0.323,0.058,0,23.0,0
335,-0.001,-0.004,0,2,49.45,-0.8000000000000007,-0.069,0.063,-0.131,-1.441,-0.961,-0.33,0.034,0,24.0,0
336,-0.005,-0.009000000000000001,0,3,46.53,-0.9400000000000013,-0.07,0.049,-0.119,-1.565,-1.08,-0.451,-0.096,0,25.0,0
337,-0.006,-0.015000000000000001,0,4,43.56,-1.0199999999999996,-0.083,0.029,-0.112,-1.698,-1.205,-0.578,-0.222,0,26.0,0
338,-0.011,-0.026000000000000002,0,5,38.76,-1.0799999999999983,-0.113,-0.001,-0.112,-1.949,-1.446,-0.814,-0.446,0,27.0,0
339,0.001,0.001,1,0,39.29,-0.9199999999999982,-0.134,-0.018,-0.117,-1.909,-1.398,-0.763,-0.385,0,28.0,0
340,-0.002,-0.002,0,1,38.39,-0.879999999999999,-0.153,-0.029,-0.124,-1.94,-1.419,-0.781,-0.394,0,29.0,0
341,-0.003,-0.005,0,2,36.93,-0.8399999999999999,-0.173,-0.039,-0.134,-2.0,-1.47,-0.827,-0.428,0,30.0,0
342,0.001,0.001,1,0,37.89,-0.6799999999999997,-0.183,-0.04,-0.144,-1.95,-1.411,-0.766,-0.361,0,31.0,0
343,-0.002,-0.002,0,1,37.08,-0.7199999999999989,-0.193,-0.04,-0.154,-1.97,-1.422,-0.775,-0.362,0,32.0,0
344,0.001,0.001,1,0,38.14,-0.5799999999999983,-0.196,-0.034,-0.162,-1.921,-1.365,-0.715,-0.301,0,33.0,0
345,-0.003,-0.003,0,1,36.59,-0.6400000000000006,-0.202,-0.032,-0.17,-1.971,-1.406,-0.755,-0.335,0,34.0,0
346,0.004,0.004,1,0,40.32,-0.5400000000000027,-0.196,-0.021,-0.175,-1.853,-1.28,-0.629,-0.213,0,35.0,0
347,-0.002,-0.002,0,1,39.33,-0.5800000000000018,-0.192,-0.014,-0.179,-1.874,-1.294,-0.643,-0.229,0,36.0,0
348,0.004,0.004,1,0,43.11,-0.4800000000000004,-0.179,-0.001,-0.179,-1.756,-1.171,-0.521,-0.117,0,37.0,0
349,-0.003,-0.003,0,1,41.18,-0.5500000000000007,-0.173,0.005,-0.177,-1.808,-1.216,-0.568,-0.169,0,38.0,0
350,-0.001,-0.004,0,2,40.34,-0.5800000000000018,-0.168,0.008,-0.175,-1.82,-1.221,-0.575,-0.18,0,39.0,0
351,0.003,0.003,1,0,43.24,-0.5100000000000016,-0.156,0.015,-0.172,-1.732,-1.129,-0.485,-0.099,0,40.0,0
352,-0.009,-0.009,0,1,36.9,-0.6999999999999993,-0.164,0.006,-0.17,-1.943,-1.332,-0.687,-0.298,0,41.0,0
353,0.0,0.0,0,0,36.9,-0.5500000000000007,-0.168,0.001,-0.17,-1.923,-1.305,-0.66,-0.27,0,42.0,0
354,-0.002,-0.002,0,1,35.33,-0.5399999999999991,-0.175,-0.004,-0.171,-1.964,-1.338,-0.692,-0.298,0,43.0,0
355,0.003,0.003,1,0,38.61,-0.46999999999999886,-0.172,-0.001,-0.171,-1.875,-1.243,-0.597,-0.207,0,44.0,0
356,0.004,0.007,2,0,43.45,-0.35999999999999943,-0.159,0.01,-0.169,-1.747,-1.111,-0.468,-0.087,0,45.0,0
357,0.002,0.009000000000000001,3,0,45.56,-0.3099999999999987,-0.143,0.02,-0.164,-1.68,-1.04,-0.402,-0.034,0,46.0,0
358,-0.007,-0.007,0,1,40.09,-0.4800000000000004,-0.143,0.017,-0.159,-1.832,-1.186,-0.549,-0.184,0,47.0,0
359,0.0,0.0,0,0,40.09,-0.4800000000000004,-0.141,0.015,-0.156,-1.814,-1.162,-0.528,-0.167,0,48.0,0
360,-0.002,-0.002,0,1,38.22,-0.5299999999999976,-0.142,0.011,-0.153,-1.855,-1.198,-0.565,-0.205,0,49.0,0
361,-0.001,-0.003,0,2,37.28,-0.4499999999999993,-0.144,0.007,-0.151,-1.866,-1.204,-0.571,-0.213,0,50.0,0
362,0.002,0.002,1,0,40.43,-0.39000000000000057,-0.139,0.009,-0.149,-1.788,-1.121,-0.491,-0.138,0,51.0,0
363,-0.001,-0.001,0,1,39.37,-0.41999999999999815,-0.136,0.01,-0.146,-1.8,-1.128,-0.501,-0.152,0,52.0,0
364,-0.006,-0.007,0,2,34.76,-0.5300000000000011,-0.144,0.002,-0.146,-1.921,-1.243,-0.616,-0.264,0,53.0,0
365,-0.003,-0.01,0,3,32.43,-0.490000000000002,-0.154,-0.007,-0.147,-1.981,-1.297,-0.669,-0.312,0,54.0,1
366,-0.001,-0.011,0,4,31.57,-0.46000000000000085,-0.163,-0.012,-0.15,-1.991,-1.301,-0.671,-0.309,0,55.0,1
367,0.002,0.002,1,0,34.67,-0.41000000000000014,-0.164,-0.011,-0.153,-1.922,-1.226,-0.597,-0.234,0,56.0,0
368,0.0,0.002,0,0,34.67,-0.3999999999999986,-0.163,-0.008,-0.155,-1.903,-1.202,-0.573,-0.212,0,57.0,1
369,0.011,0.013,1,0,49.09,-0.129999999999999,-0.139,0.013,-0.152,-1.616,-0.913,-0.292,0.052,0,58.0,0
370,-0.003,-0.003,0,1,46.24,-0.1999999999999993,-0.124,0.022,-0.146,-1.67,-0.964,-0.347,-0.016,0,59.0,0
371,-0.003,-0.006,0,2,43.52,-0.2699999999999996,-0.116,0.024,-0.14,-1.722,-1.013,-0.401,-0.078,0,60.0,0
372,-0.008,-0.014,0,3,36.85,-0.46999999999999886,-0.125,0.012,-0.137,-1.903,-1.189,-0.577,-0.251,0,61.0,1
373,0.001,0.001,1,0,38.37,-0.4400000000000013,-0.128,0.007,-0.135,-1.855,-1.136,-0.526,-0.2,0,62.0,1
374,0.001,0.002,2,0,39.43,-0.4200000000000017,-0.127,0.006,-0.134,-1.816,-1.094,-0.486,-0.163,0,63.0,1
375,-0.002,-0.002,0,1,37.69,-0.46999999999999886,-0.129,0.004,-0.133,-1.848,-1.122,-0.515,-0.193,0,64.0,1
376,-0.004,-0.006,0,2,34.14,-0.5299999999999976,-0.138,-0.004,-0.134,-1.938,-1.207,-0.601,-0.274,0,65.0,1
377,0.002,0.002,1,0,36.49,-0.3999999999999986,-0.14,-0.005,-0.135,-1.879,-1.144,-0.539,-0.212,0,66.0,1
378,-0.003,-0.003,0,1,34.19,-0.46999999999999886,-0.146,-0.009,-0.137,-1.93,-1.19,-0.585,-0.255,0,67.0,1
379,-0.002,-0.005,0,2,32.62,-0.48999999999999844,-0.153,-0.012,-0.14,-1.96,-1.215,-0.61,-0.276,0,68.0,1
380,0.014,0.014,1,0,50.0,-0.13999999999999702,-0.128,0.01,-0.138,-1.594,-0.848,-0.25,0.067,0,69.0,0
381,0.001,0.015,2,0,50.78,-0.11999999999999744,-0.106,0.025,-0.132,-1.559,-0.812,-0.221,0.079,0,70.0,0
382,-0.009,-0.009,0,1,42.85,-0.33999999999999986,-0.105,0.021,-0.126,-1.761,-1.011,-0.423,-0.128,0,71.0,1
383,0.001,0.001,1,0,44.13,-0.3099999999999987,-0.101,0.02,-0.121,-1.714,-0.962,-0.378,-0.088,0,72.0,1
384,0.017,0.018000000000000002,2,0,57.99,0.9299999999999997,-0.064,0.046,-0.11,-1.291,-0.541,0.031,0.291,0,73.0,0
385,-0.006,-0.006,0,1,52.52,0.6499999999999986,-0.046,0.051,-0.097,-1.436,-0.687,-0.124,0.118,0,74.0,0
386,-0.006,-0.012,0,2,47.95,0.5,-0.044,0.042,-0.087,-1.57,-0.821,-0.263,-0.029,0,75.0,0
387,-0.011,-0.023,0,3,41.02,0.23000000000000043,-0.064,0.018,-0.082,-1.822,-1.069,-0.512,-0.27,0,76.0,0
388,-0.007,-0.03,0,4,37.17,0.05000000000000071,-0.093,-0.009,-0.084,-1.982,-1.224,-0.665,-0.407,0,77.0,0
389,-0.0,-0.0,0,0,36.96,0.03999999999999915,-0.115,-0.025,-0.09,-1.972,-1.21,-0.649,-0.377,0,78.0,0
390,0.0,0.0,0,0,35.88,-0.620000000000001,-0.135,-0.036,-0.099,-2.002,-1.235,-0.671,-0.387,0,1.0,0
391,0.002,0.002,1,0,38.22,-0.5599999999999987,-0.145,-0.036,-0.108,-1.923,-1.152,-0.587,-0.296,0,2.0,0
392,-0.025,-0.025,0,1,27.33,-1.1700000000000017,-0.199,-0.073,-0.127,-2.508,-1.727,-1.15,-0.819,0,3.0,1
393,0.019,0.019,1,0,40.74,-0.7199999999999989,-0.204,-0.062,-0.142,-2.037,-1.251,-0.673,-0.334,0,4.0,1
394,-0.006,-0.006,0,1,38.21,-0.870000000000001,-0.217,-0.06,-0.157,-2.166,-1.374,-0.791,-0.438,0,5.0,1
395,-0.012,-0.018000000000000002,0,2,33.83,-1.1600000000000001,-0.248,-0.073,-0.175,-2.431,-1.631,-1.038,-0.659,0,6.0,1
